prev_filename,filename,cell_type,xmin,xmax,ymin,ymax
00000217.jpg,217.jpg,stas,973,1112,482,576
00000217.jpg,217.jpg,stas,431,488,671,713
00000217.jpg,217.jpg,stas,874,980,799,862
00000217.jpg,217.jpg,stas,747,840,811,902
00000217.jpg,217.jpg,stas,836,884,847,881
00000217.jpg,217.jpg,stas,1016,1339,814,934
00000217.jpg,217.jpg,stas,334,528,406,500
00000217.jpg,217.jpg,stas,425,514,494,573
00000218.jpg,218.jpg,stas,1321,1444,309,359
00000218.jpg,218.jpg,stas,1335,1388,461,526
00000218.jpg,218.jpg,stas,1391,1464,463,545
00000218.jpg,218.jpg,stas,1322,1412,722,790
00000218.jpg,218.jpg,stas,840,1012,690,778
00000218.jpg,218.jpg,stas,962,1077,718,804
00000218.jpg,218.jpg,stas,774,838,738,817
00000218.jpg,218.jpg,stas,685,793,251,338
00000218.jpg,218.jpg,stas,549,666,322,384
00000218.jpg,218.jpg,stas,820,869,371,401
00000218.jpg,218.jpg,stas,947,1009,815,871
00000219.jpg,219.jpg,stas,160,285,1,44
00000219.jpg,219.jpg,stas,172,230,140,206
00000219.jpg,219.jpg,stas,230,306,136,227
00000219.jpg,219.jpg,stas,940,994,805,868
00000219.jpg,219.jpg,stas,833,878,827,859
00000219.jpg,219.jpg,stas,295,420,734,863
00000219.jpg,219.jpg,stas,339,438,863,928
00000219.jpg,219.jpg,stas,1219,1272,831,892
00000219.jpg,219.jpg,stas,165,252,401,472
00000219.jpg,219.jpg,stas,650,694,221,259
00000219.jpg,219.jpg,stas,675,721,248,288
00000219.jpg,219.jpg,stas,744,786,273,296
00000219.jpg,219.jpg,stas,710,816,416,515
00000219.jpg,219.jpg,stas,803,846,500,540
00000219.jpg,219.jpg,stas,831,887,513,554
00000220.jpg,220.jpg,stas,800,900,252,321
00000220.jpg,220.jpg,stas,900,955,504,570
00000220.jpg,220.jpg,stas,319,374,578,628
00000220.jpg,220.jpg,stas,1123,1174,637,672
00000220.jpg,220.jpg,stas,808,850,836,883
00000221.jpg,221.jpg,stas,909,953,68,113
00000221.jpg,221.jpg,stas,728,799,343,502
00000221.jpg,221.jpg,stas,1008,1133,504,615
00000221.jpg,221.jpg,stas,386,443,763,812
00000221.jpg,221.jpg,stas,386,429,282,336
00000222.jpg,222.jpg,stas,675,762,505,573
00000222.jpg,222.jpg,stas,188,272,278,324
00000222.jpg,222.jpg,stas,899,932,623,652
00000223.jpg,223.jpg,stas,1105,1158,731,778
00000223.jpg,223.jpg,stas,305,407,496,561
00000224.jpg,224.jpg,stas,755,900,107,251
00000225.jpg,225.jpg,stas,744,832,683,798
00000226.jpg,226.jpg,stas,299,388,447,544
00000226.jpg,226.jpg,stas,442,549,482,558
00000226.jpg,226.jpg,stas,753,798,476,521
00000226.jpg,226.jpg,stas,449,580,370,470
00000227.jpg,227.jpg,stas,347,420,559,640
00000227.jpg,227.jpg,stas,1303,1388,154,209
00000228.jpg,228.jpg,stas,416,521,661,752
00000229.jpg,229.jpg,stas,716,793,333,418
00000230.jpg,230.jpg,stas,389,516,200,358
00000230.jpg,230.jpg,stas,498,585,506,585
00000230.jpg,230.jpg,stas,200,265,602,683
00000231.jpg,231.jpg,stas,316,375,25,83
00000231.jpg,231.jpg,stas,353,456,94,192
00000231.jpg,231.jpg,stas,387,462,389,492
00000231.jpg,231.jpg,stas,403,539,716,877
00000231.jpg,231.jpg,stas,453,521,463,538
00000231.jpg,231.jpg,stas,1550,1676,85,215
00000232.jpg,232.jpg,stas,139,198,184,287
00000232.jpg,232.jpg,stas,256,314,660,724
00000233.jpg,233.jpg,stas,409,510,547,620
00000233.jpg,233.jpg,stas,716,762,536,585
00000233.jpg,233.jpg,stas,260,367,510,632
00000233.jpg,233.jpg,stas,411,545,420,537
00000234.jpg,234.jpg,stas,1227,1308,558,706
00000234.jpg,234.jpg,stas,1034,1220,551,813
00000234.jpg,234.jpg,stas,891,1008,602,700
00000235.jpg,235.jpg,stas,1100,1185,90,221
00000235.jpg,235.jpg,stas,1069,1149,227,277
00000236.jpg,236.jpg,stas,752,876,66,245
00000237.jpg,237.jpg,stas,763,910,331,441
00000237.jpg,237.jpg,stas,551,630,779,904
00000238.jpg,238.jpg,stas,656,839,340,460
00000239.jpg,239.jpg,stas,649,1033,335,473
00000240.jpg,240.jpg,stas,1398,1619,171,251
00000240.jpg,240.jpg,stas,1178,1338,141,259
00000240.jpg,240.jpg,stas,900,1023,359,540
00000241.jpg,241.jpg,stas,944,1072,126,209
00000242.jpg,242.jpg,stas,1288,1385,714,792
00000242.jpg,242.jpg,stas,247,417,429,563
00000242.jpg,242.jpg,stas,1040,1190,262,381
00000242.jpg,242.jpg,stas,1083,1275,106,240
00000243.jpg,243.jpg,stas,403,561,96,177
00000243.jpg,243.jpg,stas,655,764,322,434
00000243.jpg,243.jpg,stas,1218,1390,293,455
00000244.jpg,244.jpg,stas,806,942,355,547
00000244.jpg,244.jpg,stas,934,1031,544,614
00000245.jpg,245.jpg,stas,916,974,100,157
00000245.jpg,245.jpg,stas,1328,1461,177,287
00000245.jpg,245.jpg,stas,411,561,12,124
00000246.jpg,246.jpg,stas,1287,1450,550,683
00000247.jpg,247.jpg,stas,911,1133,123,284
00000247.jpg,247.jpg,stas,1171,1243,354,438
00000248.jpg,248.jpg,stas,1164,1346,121,294
00000248.jpg,248.jpg,stas,1380,1555,707,838
00000249.jpg,249.jpg,stas,1087,1258,320,431
00000249.jpg,249.jpg,stas,1297,1396,354,443
00000249.jpg,249.jpg,stas,1293,1421,469,536
00000250.jpg,250.jpg,stas,261,362,94,228
00000250.jpg,250.jpg,stas,233,476,302,641
00000251.jpg,251.jpg,stas,327,524,233,489
00000252.jpg,252.jpg,stas,812,982,415,556
00000253.jpg,253.jpg,stas,547,616,463,572
00000254.jpg,254.jpg,stas,671,840,402,533
00000255.jpg,255.jpg,stas,135,296,534,644
00000255.jpg,255.jpg,stas,1352,1464,128,228
00000255.jpg,255.jpg,stas,84,123,49,92
00000256.jpg,256.jpg,stas,1039,1127,711,812
00000256.jpg,256.jpg,stas,895,987,821,933
00000257.jpg,257.jpg,stas,1029,1128,631,703
00000257.jpg,257.jpg,stas,874,1001,791,856
00000257.jpg,257.jpg,stas,23,173,705,823
00000257.jpg,257.jpg,stas,208,280,770,843
00000258.jpg,258.jpg,stas,562,597,77,129
00000258.jpg,258.jpg,stas,260,357,404,473
00000258.jpg,258.jpg,stas,366,453,443,516
00000258.jpg,258.jpg,stas,560,683,550,650
00000258.jpg,258.jpg,stas,450,490,482,513
00000258.jpg,258.jpg,stas,377,463,139,187
00000259.jpg,259.jpg,stas,457,838,318,561
00000259.jpg,259.jpg,stas,602,657,290,334
00000259.jpg,259.jpg,stas,317,412,512,563
00000260.jpg,260.jpg,stas,713,776,338,462
00000260.jpg,260.jpg,stas,875,931,399,455
00000260.jpg,260.jpg,stas,917,969,581,629
00000260.jpg,260.jpg,stas,823,876,570,626
00000260.jpg,260.jpg,stas,479,514,473,528
00000260.jpg,260.jpg,stas,369,430,563,611
00000260.jpg,260.jpg,stas,299,433,458,506
00000261.jpg,261.jpg,stas,275,395,27,171
00000261.jpg,261.jpg,stas,395,497,61,152
00000261.jpg,261.jpg,stas,558,625,78,163
00000261.jpg,261.jpg,stas,528,587,172,234
00000261.jpg,261.jpg,stas,586,673,214,274
00000261.jpg,261.jpg,stas,52,416,398,591
00000261.jpg,261.jpg,stas,139,188,228,265
00000261.jpg,261.jpg,stas,294,349,143,195
00000261.jpg,261.jpg,stas,340,398,671,737
00000261.jpg,261.jpg,stas,240,341,657,793
00000261.jpg,261.jpg,stas,432,672,224,554
00000261.jpg,261.jpg,stas,351,566,311,665
00000262.jpg,262.jpg,stas,1044,1116,346,421
00000262.jpg,262.jpg,stas,946,993,468,513
00000262.jpg,262.jpg,stas,1025,1091,422,478
00000262.jpg,262.jpg,stas,952,1005,357,428
00000262.jpg,262.jpg,stas,958,1009,783,849
00000262.jpg,262.jpg,stas,906,965,820,911
00000262.jpg,262.jpg,stas,455,509,587,647
00000262.jpg,262.jpg,stas,357,531,343,493
00000262.jpg,262.jpg,stas,457,553,745,942
00000263.jpg,263.jpg,stas,1449,1599,207,329
00000263.jpg,263.jpg,stas,777,863,237,327
00000264.jpg,264.jpg,stas,1014,1235,466,601
00000264.jpg,264.jpg,stas,1420,1466,261,335
00000265.jpg,265.jpg,stas,1213,1271,378,448
00000266.jpg,266.jpg,stas,613,698,524,652
00000267.jpg,267.jpg,stas,1220,1300,579,688
00000268.jpg,268.jpg,stas,920,1166,368,511
00000268.jpg,268.jpg,stas,724,1087,518,699
00000268.jpg,268.jpg,stas,1086,1142,651,717
00000269.jpg,269.jpg,stas,1182,1263,462,609
00000270.jpg,270.jpg,stas,933,1054,518,607
00000271.jpg,271.jpg,stas,1013,1089,409,511
00000271.jpg,271.jpg,stas,776,901,334,485
00000271.jpg,271.jpg,stas,1065,1166,15,101
00000271.jpg,271.jpg,stas,1038,1132,99,174
00000272.jpg,272.jpg,stas,654,771,360,452
00000272.jpg,272.jpg,stas,925,1077,87,207
00000272.jpg,272.jpg,stas,1174,1253,516,604
00000272.jpg,272.jpg,stas,1313,1374,504,604
00000273.jpg,273.jpg,stas,496,633,509,593
00000273.jpg,273.jpg,stas,777,866,348,480
00000273.jpg,273.jpg,stas,708,814,451,566
00000274.jpg,274.jpg,stas,782,850,155,251
00000274.jpg,274.jpg,stas,668,751,285,380
00000275.jpg,275.jpg,stas,294,413,96,209
00000275.jpg,275.jpg,stas,825,1199,62,574
00000275.jpg,275.jpg,stas,707,827,656,781
00000275.jpg,275.jpg,stas,545,625,769,858
00000275.jpg,275.jpg,stas,79,219,463,590
00000275.jpg,275.jpg,stas,156,221,326,427
00000275.jpg,275.jpg,stas,253,417,366,671
00000275.jpg,275.jpg,stas,407,690,494,744
00000275.jpg,275.jpg,stas,766,888,13,95
00000275.jpg,275.jpg,stas,696,808,79,210
00000276.jpg,276.jpg,stas,20,140,27,156
00000276.jpg,276.jpg,stas,147,244,378,435
00000276.jpg,276.jpg,stas,85,160,336,407
00000276.jpg,276.jpg,stas,395,605,311,574
00000276.jpg,276.jpg,stas,579,694,628,722
00000276.jpg,276.jpg,stas,1058,1139,480,589
00000276.jpg,276.jpg,stas,1620,1716,781,897
00000277.jpg,277.jpg,stas,598,755,350,520
00000278.jpg,278.jpg,stas,961,1067,106,190
00000278.jpg,278.jpg,stas,1180,1301,195,320
00000278.jpg,278.jpg,stas,435,500,414,477
00000278.jpg,278.jpg,stas,689,812,774,856
00000279.jpg,279.jpg,stas,1399,1623,379,644
00000279.jpg,279.jpg,stas,1301,1403,126,203
00000279.jpg,279.jpg,stas,849,940,626,677
00000279.jpg,279.jpg,stas,999,1053,538,598
00000279.jpg,279.jpg,stas,891,1010,436,559
00000279.jpg,279.jpg,stas,803,946,492,612
00000279.jpg,279.jpg,stas,797,920,384,432
00000279.jpg,279.jpg,stas,513,639,393,439
00000279.jpg,279.jpg,stas,497,610,457,607
00000279.jpg,279.jpg,stas,651,718,513,558
00000280.jpg,280.jpg,stas,569,779,172,407
00000280.jpg,280.jpg,stas,254,339,646,707
00000280.jpg,280.jpg,stas,1375,1454,614,692
00000280.jpg,280.jpg,stas,1345,1418,470,535
00000280.jpg,280.jpg,stas,1514,1638,513,607
00000280.jpg,280.jpg,stas,780,879,131,280
00000280.jpg,280.jpg,stas,173,263,149,346
00000280.jpg,280.jpg,stas,228,393,90,212
00000281.jpg,281.jpg,stas,308,423,707,789
00000281.jpg,281.jpg,stas,573,658,184,250
00000281.jpg,281.jpg,stas,691,864,345,452
00000281.jpg,281.jpg,stas,712,821,295,371
00000281.jpg,281.jpg,stas,809,925,272,350
00000281.jpg,281.jpg,stas,757,936,200,279
00000282.jpg,282.jpg,stas,144,454,184,426
00000282.jpg,282.jpg,stas,211,313,44,111
00000282.jpg,282.jpg,stas,534,1167,255,644
00000283.jpg,283.jpg,stas,927,1085,541,722
00000283.jpg,283.jpg,stas,982,1128,736,869
00000283.jpg,283.jpg,stas,577,644,212,299
00000283.jpg,283.jpg,stas,660,1027,206,361
00000284.jpg,284.jpg,stas,746,830,384,499
00000284.jpg,284.jpg,stas,1060,1166,390,489
00000284.jpg,284.jpg,stas,1167,1249,383,460
00000284.jpg,284.jpg,stas,69,128,760,825
00000284.jpg,284.jpg,stas,1133,1180,312,370
00000285.jpg,285.jpg,stas,477,561,171,217
00000285.jpg,285.jpg,stas,628,746,199,257
00000285.jpg,285.jpg,stas,745,911,503,724
00000286.jpg,286.jpg,stas,163,249,395,447
00000286.jpg,286.jpg,stas,1079,1190,118,218
00000286.jpg,286.jpg,stas,1219,1395,383,566
00000286.jpg,286.jpg,stas,991,1034,350,407
00000286.jpg,286.jpg,stas,922,990,278,344
00000286.jpg,286.jpg,stas,1011,1223,417,529
00000286.jpg,286.jpg,stas,1053,1174,338,420
00000286.jpg,286.jpg,stas,743,779,629,666
00000286.jpg,286.jpg,stas,774,850,668,735
00000287.jpg,287.jpg,stas,410,519,337,431
00000288.jpg,288.jpg,stas,766,931,458,729
00000288.jpg,288.jpg,stas,812,1040,202,410
00000289.jpg,289.jpg,stas,1006,1145,231,362
00000289.jpg,289.jpg,stas,1440,1517,709,806
00000289.jpg,289.jpg,stas,624,680,474,525
00000289.jpg,289.jpg,stas,576,611,484,532
00000290.jpg,290.jpg,stas,776,900,115,311
00000291.jpg,291.jpg,stas,399,476,437,500
00000291.jpg,291.jpg,stas,1338,1397,360,416
00000292.jpg,292.jpg,stas,495,724,323,445
00000292.jpg,292.jpg,stas,717,768,595,628
00000292.jpg,292.jpg,stas,1291,1393,743,862
00000293.jpg,293.jpg,stas,490,576,452,567
00000294.jpg,294.jpg,stas,702,947,689,773
00000295.jpg,295.jpg,stas,1112,1236,474,595
00000295.jpg,295.jpg,stas,899,1006,383,465
00000296.jpg,296.jpg,stas,472,645,296,472
00000296.jpg,296.jpg,stas,717,841,476,538
00000296.jpg,296.jpg,stas,901,1060,309,470
00000297.jpg,297.jpg,stas,1141,1442,535,738
00000297.jpg,297.jpg,stas,251,914,624,848
00000298.jpg,298.jpg,stas,742,925,394,546
00000298.jpg,298.jpg,stas,512,633,456,546
00000298.jpg,298.jpg,stas,1079,1146,404,462
00000298.jpg,298.jpg,stas,727,806,165,221
00000298.jpg,298.jpg,stas,409,452,822,863
00000299.jpg,299.jpg,stas,847,950,293,421
00000299.jpg,299.jpg,stas,1282,1320,51,99
00000299.jpg,299.jpg,stas,556,618,711,769
00000299.jpg,299.jpg,stas,493,531,280,327
00000300.jpg,300.jpg,stas,287,386,120,188
00000300.jpg,300.jpg,stas,1411,1476,113,157
00000300.jpg,300.jpg,stas,1609,1666,432,467
00000300.jpg,300.jpg,stas,1517,1625,447,506
00000300.jpg,300.jpg,stas,1278,1338,316,367
00000300.jpg,300.jpg,stas,1102,1168,272,318
00000300.jpg,300.jpg,stas,1164,1227,323,388
00000300.jpg,300.jpg,stas,1118,1156,318,359
00000300.jpg,300.jpg,stas,930,1051,417,499
00000300.jpg,300.jpg,stas,889,1063,484,569
00000300.jpg,300.jpg,stas,1100,1212,485,546
00000300.jpg,300.jpg,stas,641,725,307,358
00000300.jpg,300.jpg,stas,898,961,182,245
00000300.jpg,300.jpg,stas,246,389,400,499
00000300.jpg,300.jpg,stas,232,319,488,549
00000300.jpg,300.jpg,stas,327,405,589,652
00000300.jpg,300.jpg,stas,747,796,702,752
00000300.jpg,300.jpg,stas,707,863,360,495
00000300.jpg,300.jpg,stas,516,584,299,346
00000300.jpg,300.jpg,stas,473,532,348,396
00000300.jpg,300.jpg,stas,875,943,90,157
00000300.jpg,300.jpg,stas,1149,1190,821,892
00000300.jpg,300.jpg,stas,462,558,513,618
00000300.jpg,300.jpg,stas,509,745,422,721
00000301.jpg,301.jpg,stas,623,706,505,584
00000301.jpg,301.jpg,stas,1412,1536,245,395
00000301.jpg,301.jpg,stas,1394,1445,58,94
00000301.jpg,301.jpg,stas,386,458,211,278
00000301.jpg,301.jpg,stas,618,668,323,384
00000301.jpg,301.jpg,stas,471,514,72,135
00000302.jpg,302.jpg,stas,382,469,383,455
00000302.jpg,302.jpg,stas,724,846,717,815
00000302.jpg,302.jpg,stas,755,814,829,881
00000302.jpg,302.jpg,stas,297,441,283,359
00000302.jpg,302.jpg,stas,1196,1294,839,916
00000302.jpg,302.jpg,stas,835,905,831,901
00000303.jpg,303.jpg,stas,1084,1210,106,237
00000303.jpg,303.jpg,stas,955,1060,392,480
00000304.jpg,304.jpg,stas,289,350,427,490
00000304.jpg,304.jpg,stas,360,432,451,518
00000304.jpg,304.jpg,stas,447,495,436,496
00000304.jpg,304.jpg,stas,347,408,521,574
00000304.jpg,304.jpg,stas,578,642,409,487
00000304.jpg,304.jpg,stas,1154,1239,207,293
00000305.jpg,305.jpg,stas,660,740,460,535
00000305.jpg,305.jpg,stas,1050,1084,570,626
00000305.jpg,305.jpg,stas,762,812,617,710
00000305.jpg,305.jpg,stas,691,814,789,870
00000306.jpg,306.jpg,stas,746,803,225,299
00000306.jpg,306.jpg,stas,910,1001,423,503
00000306.jpg,306.jpg,stas,311,431,526,607
00000306.jpg,306.jpg,stas,942,1008,728,838
00000306.jpg,306.jpg,stas,931,978,533,579
00000306.jpg,306.jpg,stas,951,1076,513,589
00000307.jpg,307.jpg,stas,939,1121,172,348
00000307.jpg,307.jpg,stas,763,996,520,726
00000307.jpg,307.jpg,stas,641,738,813,884
00000307.jpg,307.jpg,stas,678,756,889,940
00000307.jpg,307.jpg,stas,708,746,628,673
00000307.jpg,307.jpg,stas,489,706,632,787
00000307.jpg,307.jpg,stas,540,578,606,638
00000307.jpg,307.jpg,stas,580,653,554,622
00000308.jpg,308.jpg,stas,412,1099,224,602
00000309.jpg,309.jpg,stas,398,496,280,410
00000309.jpg,309.jpg,stas,1119,1177,513,596
00000310.jpg,310.jpg,stas,169,265,398,499
00000310.jpg,310.jpg,stas,516,620,170,248
00000310.jpg,310.jpg,stas,293,512,77,183
00000310.jpg,310.jpg,stas,774,843,533,609
00000311.jpg,311.jpg,stas,1323,1398,235,360
00000312.jpg,312.jpg,stas,435,585,124,301
00000313.jpg,313.jpg,stas,288,472,378,467
00000314.jpg,314.jpg,stas,725,819,478,624
00000314.jpg,314.jpg,stas,658,728,496,588
00000315.jpg,315.jpg,stas,933,1100,448,572
00000316.jpg,316.jpg,stas,305,379,367,458
00000316.jpg,316.jpg,stas,154,233,693,791
00000316.jpg,316.jpg,stas,249,358,568,703
00000317.jpg,317.jpg,stas,693,813,147,302
00000317.jpg,317.jpg,stas,447,607,556,771
00000317.jpg,317.jpg,stas,507,633,449,562
00000317.jpg,317.jpg,stas,629,691,437,498
00000317.jpg,317.jpg,stas,610,691,532,621
00000317.jpg,317.jpg,stas,1200,1286,359,423
00000318.jpg,318.jpg,stas,912,990,240,337
00000318.jpg,318.jpg,stas,273,336,521,584
00000318.jpg,318.jpg,stas,425,490,306,406
00000319.jpg,319.jpg,stas,494,617,268,396
00000320.jpg,320.jpg,stas,687,755,241,350
00000320.jpg,320.jpg,stas,498,680,315,455
00000321.jpg,321.jpg,stas,706,820,262,472
00000322.jpg,322.jpg,stas,549,710,444,583
00000322.jpg,322.jpg,stas,441,655,560,847
00000323.jpg,323.jpg,stas,244,303,83,143
00000323.jpg,323.jpg,stas,378,607,131,243
00000324.jpg,324.jpg,stas,365,578,267,407
00000325.jpg,325.jpg,stas,1031,1280,118,249
00000325.jpg,325.jpg,stas,89,218,492,544
00000325.jpg,325.jpg,stas,242,489,511,682
00000325.jpg,325.jpg,stas,450,727,557,874
00000325.jpg,325.jpg,stas,1483,1677,226,346
00000326.jpg,326.jpg,stas,971,1075,52,143
00000327.jpg,327.jpg,stas,577,702,536,685
00000327.jpg,327.jpg,stas,406,567,702,869
00000327.jpg,327.jpg,stas,111,236,661,784
00000327.jpg,327.jpg,stas,73,202,787,900
00000328.jpg,328.jpg,stas,274,376,736,855
00000329.jpg,329.jpg,stas,112,242,485,604
00000329.jpg,329.jpg,stas,271,358,689,793
00000330.jpg,330.jpg,stas,368,533,103,247
00000330.jpg,330.jpg,stas,217,283,273,344
00000331.jpg,331.jpg,stas,333,472,440,551
00000331.jpg,331.jpg,stas,265,328,492,573
00000331.jpg,331.jpg,stas,184,276,579,665
00000332.jpg,332.jpg,stas,164,299,669,792
00000333.jpg,333.jpg,stas,332,522,229,416
00000333.jpg,333.jpg,stas,161,305,126,276
00000333.jpg,333.jpg,stas,97,173,244,349
00000334.jpg,334.jpg,stas,55,217,383,509
00000334.jpg,334.jpg,stas,224,443,488,658
00000335.jpg,335.jpg,stas,331,464,407,543
00000335.jpg,335.jpg,stas,42,179,596,729
00000336.jpg,336.jpg,stas,91,360,471,757
00000337.jpg,337.jpg,stas,133,280,235,371
00000337.jpg,337.jpg,stas,973,1280,157,289
00000337.jpg,337.jpg,stas,1483,1554,238,302
00000338.jpg,338.jpg,stas,531,632,250,389
00000339.jpg,339.jpg,stas,529,805,351,727
00000339.jpg,339.jpg,stas,813,877,685,774
00000340.jpg,340.jpg,stas,689,940,335,769
00000341.jpg,341.jpg,stas,796,912,426,695
00000342.jpg,342.jpg,stas,751,842,231,332
00000343.jpg,343.jpg,stas,718,866,234,403
00000344.jpg,344.jpg,stas,761,847,270,368
00000345.jpg,345.jpg,stas,313,761,95,482
00000345.jpg,345.jpg,stas,763,1209,448,880
00000346.jpg,346.jpg,stas,611,844,345,588
00000347.jpg,347.jpg,stas,661,914,365,728
00000348.jpg,348.jpg,stas,446,669,185,694
00000349.jpg,349.jpg,stas,719,1196,156,490
00000350.jpg,350.jpg,stas,569,930,198,429
00000351.jpg,351.jpg,stas,920,1029,329,434
00000351.jpg,351.jpg,stas,751,829,383,489
00000352.jpg,352.jpg,stas,621,809,352,582
00000352.jpg,352.jpg,stas,665,760,589,695
00000353.jpg,353.jpg,stas,686,846,393,515
00000353.jpg,353.jpg,stas,656,779,835,941
00000354.jpg,354.jpg,stas,784,898,282,392
00000354.jpg,354.jpg,stas,1276,1342,717,787
00000354.jpg,354.jpg,stas,678,808,510,626
00000355.jpg,355.jpg,stas,1428,1485,260,335
00000355.jpg,355.jpg,stas,1112,1183,316,389
00000355.jpg,355.jpg,stas,1106,1161,403,456
00000355.jpg,355.jpg,stas,914,983,438,479
00000355.jpg,355.jpg,stas,808,871,256,385
00000355.jpg,355.jpg,stas,183,279,666,757
00000355.jpg,355.jpg,stas,928,1052,666,828
00000356.jpg,356.jpg,stas,642,828,394,546
00000356.jpg,356.jpg,stas,984,1044,311,389
00000357.jpg,357.jpg,stas,503,734,72,229
00000357.jpg,357.jpg,stas,774,1065,117,335
00000358.jpg,358.jpg,stas,1452,1682,7,169
00000358.jpg,358.jpg,stas,180,608,73,638
00000359.jpg,359.jpg,stas,290,419,188,281
00000359.jpg,359.jpg,stas,733,1106,420,595
00000360.jpg,360.jpg,stas,1101,1339,95,250
00000360.jpg,360.jpg,stas,764,1101,174,468
00000361.jpg,361.jpg,stas,705,801,689,771
00000362.jpg,362.jpg,stas,776,1328,139,387
00000363.jpg,363.jpg,stas,798,1108,93,388
00000364.jpg,364.jpg,stas,1275,1583,334,763
00000365.jpg,365.jpg,stas,1423,1538,284,399
00000366.jpg,366.jpg,stas,420,517,529,721
00000367.jpg,367.jpg,stas,839,1093,446,611
00000368.jpg,368.jpg,stas,662,946,89,351
00000369.jpg,369.jpg,stas,206,449,368,613
00000370.jpg,370.jpg,stas,546,612,529,587
00000370.jpg,370.jpg,stas,482,560,559,681
00000370.jpg,370.jpg,stas,300,380,729,809
00000371.jpg,371.jpg,stas,257,352,289,382
00000372.jpg,372.jpg,stas,1145,1202,151,210
00000372.jpg,372.jpg,stas,874,938,157,210
00000372.jpg,372.jpg,stas,873,997,239,373
00000372.jpg,372.jpg,stas,744,849,638,727
00000372.jpg,372.jpg,stas,718,810,803,894
00000372.jpg,372.jpg,stas,298,360,781,848
00000372.jpg,372.jpg,stas,316,390,847,940
00000372.jpg,372.jpg,stas,1509,1561,443,495
00000373.jpg,373.jpg,stas,360,436,734,814
00000373.jpg,373.jpg,stas,685,738,539,591
00000374.jpg,374.jpg,stas,832,886,380,425
00000374.jpg,374.jpg,stas,560,651,403,478
00000374.jpg,374.jpg,stas,580,650,492,550
00000374.jpg,374.jpg,stas,210,273,620,700
00000375.jpg,375.jpg,stas,54,114,514,578
00000375.jpg,375.jpg,stas,575,632,436,506
00000375.jpg,375.jpg,stas,739,787,687,752
00000376.jpg,376.jpg,stas,1252,1311,311,380
00000376.jpg,376.jpg,stas,1216,1322,815,923
00000376.jpg,376.jpg,stas,929,1011,50,114
00000376.jpg,376.jpg,stas,835,902,324,429
00000376.jpg,376.jpg,stas,816,863,503,560
00000376.jpg,376.jpg,stas,695,756,773,847
00000376.jpg,376.jpg,stas,520,575,18,98
00000376.jpg,376.jpg,stas,421,468,294,345
00000376.jpg,376.jpg,stas,1295,1330,767,817
00000377.jpg,377.jpg,stas,1518,1574,546,601
00000377.jpg,377.jpg,stas,1518,1640,627,767
00000378.jpg,378.jpg,stas,421,513,748,840
00000379.jpg,379.jpg,stas,1529,1600,732,809
00000380.jpg,380.jpg,stas,1056,1135,202,257
00000381.jpg,381.jpg,stas,1188,1499,20,240
00000382.jpg,382.jpg,stas,1180,1255,112,179
00000383.jpg,383.jpg,stas,702,855,436,576
00000383.jpg,383.jpg,stas,839,928,496,565
00000384.jpg,384.jpg,stas,187,368,221,326
00000384.jpg,384.jpg,stas,434,578,245,327
00000384.jpg,384.jpg,stas,620,739,478,652
00000384.jpg,384.jpg,stas,698,1093,447,878
00000385.jpg,385.jpg,stas,1011,1139,56,137
00000386.jpg,386.jpg,stas,576,702,332,446
00000387.jpg,387.jpg,stas,220,556,129,337
00000388.jpg,388.jpg,stas,567,871,144,331
00000389.jpg,389.jpg,stas,893,1054,696,781
00000390.jpg,390.jpg,stas,893,1143,570,691
00000391.jpg,391.jpg,stas,330,1060,300,683
00000392.jpg,392.jpg,stas,760,1119,252,774
00000392.jpg,392.jpg,stas,309,390,240,300
00000392.jpg,392.jpg,stas,1508,1684,198,312
00000393.jpg,393.jpg,stas,174,346,625,910
00000393.jpg,393.jpg,stas,671,862,677,837
00000393.jpg,393.jpg,stas,680,1046,33,481
00000394.jpg,394.jpg,stas,671,739,352,405
00000395.jpg,395.jpg,stas,293,720,349,837
00000395.jpg,395.jpg,stas,933,1146,481,737
00000396.jpg,396.jpg,stas,486,610,241,384
00000397.jpg,397.jpg,stas,1089,1144,279,357
00000397.jpg,397.jpg,stas,455,638,228,416
00000398.jpg,398.jpg,stas,756,900,335,487
00000399.jpg,399.jpg,stas,975,1063,393,470
00000400.jpg,400.jpg,stas,178,452,473,641
00000400.jpg,400.jpg,stas,119,169,561,613
00000401.jpg,401.jpg,stas,1116,1387,533,600
00000401.jpg,401.jpg,stas,1151,1334,587,672
00000401.jpg,401.jpg,stas,1264,1417,654,760
00000402.jpg,402.jpg,stas,547,654,132,300
00000402.jpg,402.jpg,stas,594,708,314,384
00000402.jpg,402.jpg,stas,697,839,411,671
00000402.jpg,402.jpg,stas,483,529,125,166
00000403.jpg,403.jpg,stas,702,923,295,526
00000403.jpg,403.jpg,stas,1051,1190,593,804
00000404.jpg,404.jpg,stas,780,1020,217,522
00000405.jpg,405.jpg,stas,565,714,248,373
00000406.jpg,406.jpg,stas,466,600,237,345
00000407.jpg,407.jpg,stas,444,755,116,769
00000408.jpg,408.jpg,stas,1219,1455,313,671
00000408.jpg,408.jpg,stas,879,1188,404,767
00000409.jpg,409.jpg,stas,947,1197,259,447
00000409.jpg,409.jpg,stas,710,880,316,504
00000409.jpg,409.jpg,stas,611,846,216,365
